KEGG_Drug_ID,CanSmiles,class_index
D05113,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,9
D05127,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,2
D05133,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl,9
D05134,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,7
D05143,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,12
D05156,CN1CCCC1C2=CN=CC=C2.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O.O.O,9
D05158,C1=CC(=CN=C1)CO,2
D05170,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-],10
D05177,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],0
D05200,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3.C(=CC(=O)O)C(=O)O,9
D05206,C1=CC(=C(C=C1C(CN)O)O)O.C(C(C(=O)O)O)(C(=O)O)O.O,2
D05215,C1=C[N+](=CC=C1C=NO)COC[N+]2=CC=C(C=C2)C=NO.[Cl-].[Cl-],13
D05222,CCCCCCCCN=C1C=CN(C=C1)CCCCCCCCCCN2C=CC(=NCCCCCCCC)C=C2.Cl.Cl,11
D05223,CCCCCCCCN=C1C=CN(C=C1)CCCCCCCCCCN2C=CC(=NCCCCCCCC)C=C2.C1=CC=C2C(=C1)C(=O)NS2(=O)=O.C1=CC=C2C(=C1)C(=O)NS2(=O)=O,11
D05225,CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC,3
D05230,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,5
D05241,CCCCCCCCCCCCCCCCCCN(CCCN(CCO)CCO)CCO.F.F,0
D05271,CC1C(C(CC(O1)OC2C3C(=O)NC(C4=C(C(=CC(=C4)O)O)C5=C(C=CC(=C5)C(C(=O)N3)NC(=O)C6C7=CC(=C(C(=C7)OC8=C(C=C2C=C8)Cl)OC9C(C(C(C(O9)CO)O)O)OC1CC(C(C(O1)C)O)(C)NCC1=CC=C(C=C1)C1=CC=C(C=C1)Cl)OC1=C(C=C(C=C1)C(C(C(=O)NC(C(=O)N6)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)O)C(=O)O)(C)N)O.OP(=O)(O)O.OP(=O)(O)O,6
D05290,CN(C)CCC=C1C2=CC=CC=C2OCC3=C1OC4=CC=CC=C34.C(=CC(=O)O)C(=O)O,9
D05312,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,9
D05320,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,0
D05333,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)OC(=O)CCC(C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C(CCC(=O)O)N)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,7
D05339,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,9
D05340,CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C,9
D05343,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5.Cl,0
D05351,CCC(=O)OC1C=CC=CCC(OC(=O)CC(C(C(C(CC1C)CC=O)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)OC)OC(=O)C)C,6
D05366,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C.CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C.O.Cl.Cl,11
D05374,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,9
D05375,CS(=O)(=O)O.C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,9
D05380,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl,7
D05382,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O.CS(=O)(=O)O,6
D05406,CC(=O)OCOC(=O)C1C(SC2N1C(=O)C2NC(=O)CC3=CC=CC=C3)(C)C,6
D05411,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,6
D05413,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)CNCCNCC4(CCCC5(C4CCC6=C5C=CC(=C6)C(C)C)C)C)C.CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,6
D05421,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[In+3],13
D05429,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N.O,11
D05436,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,13
D05439,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,13
D05442,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=CC(=O)O)C(=O)O,2
D05443,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,10
D05450,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,4
D05456,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,0
D05457,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,1
D05458,CC(C)(CC1=CC=CC=C1)N,0
D05459,CC(C)(CC1=CC=CC=C1)N.Cl,0
D05460,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,6
D05461,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O.CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O.CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O.O.O,6
D05462,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O.O.O.O.Cl,9
D05465,C1=CC=C(C=C1)[Hg]O[N+](=O)[O-],3
D05480,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,3
D05482,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1.O,2
D05484,C1CCN(CC1)CCOCCOC(=O)N2C3=CC=CC=C3SC4=C2N=CC=C4,11
D05486,C1CNCCN1.C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Ca+2],10
D05489,CCN1C(=CC(=O)OCC)SC(C1=O)N2CCCCC2,0
D05515,CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O,8
D05520,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,6
D05521,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O.CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C,6
D05522,C1=CC(=C2C(=C1NCCN)C(=O)C3=C(C2=O)C=NC=C3)NCCN,7
D05523,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,9
D05528,CC1=CC(=CC(=C1OCCCC2=CC(=NO2)C)C)C3=NOC(=N3)C(F)(F)F,6
D05529,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,3
D05535,C[N+]1(CCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.COS(=O)(=O)[O-],0
D05575,CCCNC1CCC2=C(C1)SC(=N2)N,9
D05578,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.O.[K+].[K+].[K+],0
D05587,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,2
D05589,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,7
D05590,C[N+]1=CC=CC=C1C=NO.CS(=O)(=O)[O-],13
D05592,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C.Cl,9
D05593,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C.OS(=O)(=O)O,9
D05597,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl,1
D05601,CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC,3
D05602,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CCCC4=CC=C(C=C4)N(CCCl)CCCl)O)CCC5=CC(=O)C=CC35C)O,7
D05606,CC(C)NCC(COC1=CC=C(C=C1)O)O.Cl,2
D05621,C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl,9
D05623,CCCC(CC1=CC=CC=C1)N2CCCC2.Cl,9
D05626,CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC,9
D05627,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2
D05632,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O.O,9
D05638,CC1=CC2=C(C=C1)C(=NC(=O)N2C(C)C)C3=CC=CC=C3,8
D05644,CCC(C1=CC=CC=C1)C2=NOC(=N2)CCN(CC)CC,0
D05647,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3],13
D05649,CC(C(C1=CC=CC=C1)O)NC.CC(C(C1=CC=CC=C1)O)NC.OS(=O)(=O)O,11
D05657,CN1CCCN=C1C=CC2=CC=CS2.C(C(C(=O)O)O)(C(=O)O)O,10
D05674,CC12CCC3C(C1CCC2OC4=CCCC4)CCC5=CC(=O)C=CC35C,0
D05679,CC(=O)OC1(CCC2C1(CCC3C2CC=C4C3CCC(=C4)OC5CCCC5)C)C#C,4
D05681,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(C(C1C(=C(C(=O)O1)O)O)O)O.C(C(C1C(=C(C(=O)O1)O)O)O)O,10
D05699,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Bi+3],0
D05700,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,2
D05701,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O.Cl.Cl,2
D05711,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N,2
D05718,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCNCC(C3=CC(=CC(=C3)O)O)O.Cl,11
D05720,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C,3
D05730,C1CCNC(C1)C(C2=CC(=C(C=C2)O)O)O.Br,11
D05731,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,0
D05740,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.O.OS(=O)(=O)O,9
D05744,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,11
D05756,CN1C2=CC=CC=C2C(=C(C1=O)C(=O)N(C)C3=CC=CC=C3)O,7
D05762,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[Na+].[Na+],12
D05763,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[Na+].[Na+],12
D05768,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O,9
D05773,[Cl-].[Rb+],13
D05775,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,9
D05792,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,11
D05795,C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Sm+3],13
D05807,CC(=O)O.CC(=O)O.C1CCC(CC1)N.N.Cl[Pt]Cl,7
D05815,S=[Se]=S,3
D05822,CC1CCC(CC1)NC(=O)N(CCCl)N=O,7
D05845,CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N,13
D05855,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+],1
D05860,[F-].[Na+],13
D05864,[O-]P(=O)([O-])F.[Na+].[Na+],0
D05865,N(=O)[O-].[Na+],13
D05866,C(CC(=O)[O-])CO.[Na+],9
D05868,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+],0
D05870,OP(=O)([O-])[O-].[Na+].[Na+],13
D05872,CCC(=O)[O-].O.[Na+],12
D05877,O.O.O.O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Na+].[Na+],0
D05919,F[Sn]F,0
D05928,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,9
D05932,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,7
D05938,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,9
D05940,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])O)O)C(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],13
D05949,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+],6
D05962,FS(F)(F)(F)(F)F,13
D05967,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O,2
D05972,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C4C(S(=O)(=O)C5N4C(=O)C5)(C)C)C,6
D06007,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,9
D06010,CC1=C2CCC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,2
D06027,[H+].CC(=O)NCSCC(C(=O)NCC(=O)NC(CSCNC(=O)C)C(=NCC(=NCC(=NC(C[S-])C(=O)N)[O-])[O-])[O-])NC(=O)CNC(=O)CNC(=O)C1CSCC(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N1)CC(=O)[O-])CSCCCN)CC2=CC=C(C=C2)O.O=[Tc+3].[Na+],13
D06029,CCOC(=O)C(C[S-])NCC[N-]C(C[S-])C(=O)OCC.O=[Tc+3],13
D06030,CC(C)C1C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)CC5=CC=CC=C5)C)CCSCC(=O)NCC(C(=NC(CCCCN)C(=NC(C[S-])C(=O)NC(CCCCN)C(=O)N)[O-])[O-])N.O=[Tc+3],13
D06034,CC1(C(=C(C(O1)(C)C)[O-])C=NCCN=CC2=C(C(OC2(C)C)(C)C)[O-])C.COCCCP(CCCOC)CCCOC.COCCCP(CCCOC)CCCOC.[Cl-].[Tc],13
D06039,C(C(=NCC(=O)[O-])[O-])N=C(CN=C(C[S-])[O-])[O-].O=[Tc+3].[Na+].[Na+],13
D06042,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Tc+4],13
D06051,CCOCCN(CC1=CC=C(C=C1)CN(CCOCC)C(=O)C(Cl)Cl)C(=O)C(Cl)Cl,10
D06056,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC,0
D06057,CCCCCCCCCCNCCNC1(CC(OC(C1O)C)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C(=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)CNCP(=O)(O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)C.Cl,6
D06064,CC1(C(N2C(S1)C(C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C,6
D06066,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,7
D06067,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,7
D06068,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,7
D06072,C1=CSC(=C1)C(=O)C2=C(N(C3=C2C=C(C=C3)Cl)C(=O)N)O,8
D06073,C1=CSC(=C1)C(=C2C3=C(C=CC(=C3)Cl)N(C2=O)C(=O)N)[O-].[Na+],8
D06085,CCCCCCCCCC(=O)CC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,4
D06086,CC12CCC3C(C1CCC2OC(=O)CC4=CC=CC=C4)CCC5=CC(=O)CCC35C,4
D06087,CCCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,4
D06103,CN1C2=C(C(=O)N(C1=O)C)NC=N2.O,11
D06104,CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(C(=O)[O-])N.[Na+],11
D06107,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C.[Cl-],11
D06109,C1=NC2=C(N1)C(=S)N=C(N2)N.O,7
D06114,CN(C)C(=S)SSC(=S)N(C)C,10
D06117,CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)N,7
D06130,C1=C(N=C(S1)C2C(C(C(O2)CO)O)O)C(=O)N,7
D06137,CC1=CC=C(C=C1)OC(=O)C(C2=CSC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],6
D06138,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)O)C(=O)[O-])C.O.[Na+],6
D06139,C1=CC2=C(C=C1Cl)SNC2=O,3
D06147,CCOC(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2.Cl,9
D06149,CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC.Cl.Cl,6
D06168,CC1CC2C3CCC4=CC(=O)C=CC4(C3=CCC2(C1C(=O)CN5CCN(CC5)C6=NC(=NC(=C6)N7CCCC7)N8CCCC8)C)C.CS(=O)(=O)O.O,9
D06172,CC1=C(C(=CC=C1)C)NC(=O)C(C)N,2
D06174,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)CCC(=O)OCCO)C,0
D06199,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,7
D06213,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,1
D06224,C1CNCCN1.C1=C(C(=CC(=C1Cl)Cl)Cl)O.C1=C(C(=CC(=C1Cl)Cl)Cl)O,10
D06226,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,3
D06234,CC(C)(COC(=O)N1CCN(CC1)C2=NC3=C(C(=C(C=C3C(=N2)N)OC)OC)OC)O.O.Cl,2
D06236,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N.OS(=O)(=O)O,6
D06238,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,10
D06239,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC.C(=O)C(C(C(C(C(=O)O)O)O)O)O,10
D06247,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,7
D06248,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,7
D06265,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl,7
D06272,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,7
D06274,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O,12
D06281,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CC6=CNC7=CC=CC=C76)C(=O)N,5
D06282,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.C(C(C(=O)O)O)(C(=O)O)O,9
D06304,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O,7
D06320,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,7
D06327,C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3,9
D06328,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O,2
D06329,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C(=CC(=O)O)C(=O)O,2
D06334,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O.C1=CC(=CN=C1)C(=O)O,2
D06341,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,2
D06367,CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2.O.Cl.Cl,9
D06378,C1=CN(C=N1)CC(O)(P(=O)(O)[O-])P(=O)(O)[O-].O.O.O.O.[Na+].[Na+],8
D06379,C1=CN(C=N1)CC(O)(P(=O)(O)[O-])P(=O)([O-])[O-].C1=CN(C=N1)CC(O)(P(=O)(O)[O-])P(=O)([O-])[O-].C1=CN(C=N1)CC(O)(P(=O)(O)[O-])P(=O)([O-])[O-].C1=CN(C=N1)CC(O)(P(=O)(O)[O-])P(=O)([O-])[O-].C1=CN(C=N1)CC(O)(P(=O)(O)[O-])P(=O)([O-])[O-].O.O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],8
D06382,CC1=C(N(C(=C1)CC(=O)[O-])C)C(=O)C2=CC=C(C=C2)Cl.O.O.[Na+],8
D06386,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NNC(=O)C6=CC=CC=C6)C)O)N)O.Cl,7
D06388,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,8
D06392,CC1(C2CCC1(C(=O)C2)C)C,2
D06393,C(C(C(=O)O)N)SCC(=O)O,11
D06397,CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.O.[Na+].[Na+],7
D06401,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N.CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N.O,2
D06402,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C.C(C(C(=O)O)O)C(=O)O,7
D06405,CN(C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O)C(=O)C=CC7=COC=C7.Cl,13
